POD,CDU,Week,Date,Parameter,Measured Data,Comment,,,Parameter,Lower Limit,Upper Limit
POD #3,CDU-06,WK 22 2026,26/5/2026,PH,8.03,,,,,,
POD #3,CDU-06,WK 22 2026,26/5/2026,ATP Bacteria,1197,,,,,,
POD #3,CDU-06,WK 22 2026,26/5/2026,Conductivity,708.9,,,,,,
POD #3,CDU-06,WK 22 2026,26/5/2026,Turbidity,0,,,,,,
POD #3,CDU-06,WK 22 2026,26/5/2026,TDS,487.8,,,,,,
POD #3,CDU-06,WK 22 2026,26/5/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 22 2026,26/5/2026,PH,8.15,,,,,,
POD #2,CDU-01,WK 22 2026,26/5/2026,ATP Bacteria,1949,,,,,,
POD #2,CDU-01,WK 22 2026,26/5/2026,Conductivity,668.6,,,,,,
POD #2,CDU-01,WK 22 2026,26/5/2026,Turbidity,0,,,,,,
POD #2,CDU-01,WK 22 2026,26/5/2026,TDS,472.2,,,,,,
POD #2,CDU-01,WK 22 2026,26/5/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 22 2026,26/5/2026,PH,8.05,,,,,,
POD #2,CDU-02,WK 22 2026,26/5/2026,ATP Bacteria,84,,,,,,
POD #2,CDU-02,WK 22 2026,26/5/2026,Conductivity,697.8,,,,,,
POD #2,CDU-02,WK 22 2026,26/5/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 22 2026,26/5/2026,TDS,479,,,,,,
POD #2,CDU-02,WK 22 2026,26/5/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 22 2026,26/5/2026,PH,8.87,,,,,,
POD #2,CDU-03,WK 22 2026,26/5/2026,ATP Bacteria,256,,,,,,
POD #2,CDU-03,WK 22 2026,26/5/2026,Conductivity,770.3,,,,,,
POD #2,CDU-03,WK 22 2026,26/5/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 22 2026,26/5/2026,TDS,529.5,,,,,,
POD #2,CDU-03,WK 22 2026,26/5/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 10 2026,06/03/2026,PH,8.31,,,,,,
POD #3,CDU-01,WK 10 2026,06/03/2026,ATP Bacteria,2669,Added 178ml of biocide at Jun 05,,,,,
POD #3,CDU-01,WK 10 2026,06/03/2026,Conductivity,719.6,,,,,,
POD #3,CDU-01,WK 10 2026,06/03/2026,Turbidity,5,,,,,,
POD #3,CDU-01,WK 10 2026,06/03/2026,TDS,477.7,,,,,,
POD #3,CDU-01,WK 10 2026,06/03/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 10 2026,06/03/2026,PH,8.29,,,,,,
POD #3,CDU-02,WK 10 2026,06/03/2026,ATP Bacteria,2691,Added 178ml of biocide at Jun 05,,,,,
POD #3,CDU-02,WK 10 2026,06/03/2026,Conductivity,716.8,,,,,,
POD #3,CDU-02,WK 10 2026,06/03/2026,Turbidity,5,,,,,,
POD #3,CDU-02,WK 10 2026,06/03/2026,TDS,493.3,,,,,,
POD #3,CDU-02,WK 10 2026,06/03/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 10 2026,06/03/2026,PH,8.65,,,,,,
POD #3,CDU-03,WK 10 2026,06/03/2026,ATP Bacteria,2856,Added 178ml of biocide at Jun 05,,,,,
POD #3,CDU-03,WK 10 2026,06/03/2026,Conductivity,726,,,,,,
POD #3,CDU-03,WK 10 2026,06/03/2026,Turbidity,4,,,,,,
POD #3,CDU-03,WK 10 2026,06/03/2026,TDS,499.7,,,,,,
POD #3,CDU-03,WK 10 2026,06/03/2026,Total Suspended Solids,3,,,,,,
POD #3,CDU-05,WK 10 2026,06/03/2026,PH,8.31,,,,,,
POD #3,CDU-05,WK 10 2026,06/03/2026,ATP Bacteria,929,,,,,,
POD #3,CDU-05,WK 10 2026,06/03/2026,Conductivity,724.2,,,,,,
POD #3,CDU-05,WK 10 2026,06/03/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 10 2026,06/03/2026,TDS,498.6,,,,,,
POD #3,CDU-05,WK 10 2026,06/03/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 10 2026,06/03/2026,PH,8.28,,,,,,
POD #3,CDU-06,WK 10 2026,06/03/2026,ATP Bacteria,1440,,,,,,
POD #3,CDU-06,WK 10 2026,06/03/2026,Conductivity,712.7,,,,,,
POD #3,CDU-06,WK 10 2026,06/03/2026,Turbidity,0,,,,,,
POD #3,CDU-06,WK 10 2026,06/03/2026,TDS,490.6,,,,,,
POD #3,CDU-06,WK 10 2026,06/03/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 10 2026,06/03/2026,PH,8.23,,,,,,
POD #2,CDU-01,WK 10 2026,06/03/2026,ATP Bacteria,1508,,,,,,
POD #2,CDU-01,WK 10 2026,06/03/2026,Conductivity,696.3,,,,,,
POD #2,CDU-01,WK 10 2026,06/03/2026,Turbidity,4,,,,,,
POD #2,CDU-01,WK 10 2026,06/03/2026,TDS,453.6,,,,,,
POD #2,CDU-01,WK 10 2026,06/03/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 10 2026,06/03/2026,PH,8.23,,,,,,
POD #2,CDU-02,WK 10 2026,06/03/2026,ATP Bacteria,51,,,,,,
POD #2,CDU-02,WK 10 2026,06/03/2026,Conductivity,713.2,,,,,,
POD #2,CDU-02,WK 10 2026,06/03/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 10 2026,06/03/2026,TDS,490.6,,,,,,
POD #2,CDU-02,WK 10 2026,06/03/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 10 2026,06/03/2026,PH,8.65,,,,,,
POD #2,CDU-03,WK 10 2026,06/03/2026,ATP Bacteria,210,,,,,,
POD #2,CDU-03,WK 10 2026,06/03/2026,Conductivity,766.4,,,,,,
POD #2,CDU-03,WK 10 2026,06/03/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 10 2026,06/03/2026,TDS,530.8,,,,,,
POD #2,CDU-03,WK 10 2026,06/03/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 10 2026,06/03/2026,PH,8.4,,,,,,
POD #2,CDU-04,WK 10 2026,06/03/2026,ATP Bacteria,447,,,,,,
POD #2,CDU-04,WK 10 2026,06/03/2026,Conductivity,701.8,,,,,,
POD #2,CDU-04,WK 10 2026,06/03/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 10 2026,06/03/2026,TDS,482.8,,,,,,
POD #2,CDU-04,WK 10 2026,06/03/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 36 2026,06/09/2026,PH,8.32,,,,,,
POD #3,CDU-01,WK 36 2026,06/09/2026,ATP Bacteria,2369,Se inicia control en bidones ,,,,,
POD #3,CDU-01,WK 36 2026,06/09/2026,Conductivity,719.2,,,,,,
POD #3,CDU-01,WK 36 2026,06/09/2026,Turbidity,2,,,,,,
POD #3,CDU-01,WK 36 2026,06/09/2026,TDS,493.5,,,,,,
POD #3,CDU-01,WK 36 2026,06/09/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 36 2026,06/09/2026,PH,8.35,,,,,,
POD #3,CDU-02,WK 36 2026,06/09/2026,ATP Bacteria,874,Se inicia control en bidones ,,,,,
POD #3,CDU-02,WK 36 2026,06/09/2026,Conductivity,726,,,,,,
POD #3,CDU-02,WK 36 2026,06/09/2026,Turbidity,3,,,,,,
POD #3,CDU-02,WK 36 2026,06/09/2026,TDS,499.2,,,,,,
POD #3,CDU-02,WK 36 2026,06/09/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 36 2026,06/09/2026,PH,8.56,,,,,,
POD #3,CDU-03,WK 36 2026,06/09/2026,ATP Bacteria,2779,Se inicia control en bidones ,,,,,
POD #3,CDU-03,WK 36 2026,06/09/2026,Conductivity,729.2,,,,,,
POD #3,CDU-03,WK 36 2026,06/09/2026,Turbidity,3,,,,,,
POD #3,CDU-03,WK 36 2026,06/09/2026,TDS,501.2,,,,,,
POD #3,CDU-03,WK 36 2026,06/09/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 36 2026,06/09/2026,PH,8.52,,,,,,
POD #3,CDU-05,WK 36 2026,06/09/2026,ATP Bacteria,1564,Se inicia control en bidones ,,,,,
POD #3,CDU-05,WK 36 2026,06/09/2026,Conductivity,718.4,,,,,,
POD #3,CDU-05,WK 36 2026,06/09/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 36 2026,06/09/2026,TDS,494.1,,,,,,
POD #3,CDU-05,WK 36 2026,06/09/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 36 2026,06/09/2026,PH,8.52,,,,,,
POD #3,CDU-06,WK 36 2026,06/09/2026,ATP Bacteria,2523,Se inicia control en bidones ,,,,,
POD #3,CDU-06,WK 36 2026,06/09/2026,Conductivity,710.5,,,,,,
POD #3,CDU-06,WK 36 2026,06/09/2026,Turbidity,2,,,,,,
POD #3,CDU-06,WK 36 2026,06/09/2026,TDS,488.8,,,,,,
POD #3,CDU-06,WK 36 2026,06/09/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 36 2026,06/09/2026,PH,8.43,,,,,,
POD #2,CDU-01,WK 36 2026,06/09/2026,ATP Bacteria,3521,Se inicia control en bidones, added 178 ml of biocide,,,,,
POD #2,CDU-01,WK 36 2026,06/09/2026,Conductivity,710.4,,,,,,
POD #2,CDU-01,WK 36 2026,06/09/2026,Turbidity,5,,,,,,
POD #2,CDU-01,WK 36 2026,06/09/2026,TDS,487.5,,,,,,
POD #2,CDU-01,WK 36 2026,06/09/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 36 2026,06/09/2026,PH,8.38,,,,,,
POD #2,CDU-02,WK 36 2026,06/09/2026,ATP Bacteria,90,Se inicia control en bidones ,,,,,
POD #2,CDU-02,WK 36 2026,06/09/2026,Conductivity,714.2,,,,,,
POD #2,CDU-02,WK 36 2026,06/09/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 36 2026,06/09/2026,TDS,490.2,,,,,,
POD #2,CDU-02,WK 36 2026,06/09/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 36 2026,06/09/2026,PH,8.94,,,,,,
POD #2,CDU-03,WK 36 2026,06/09/2026,ATP Bacteria,121,Se inicia control en bidones ,,,,,
POD #2,CDU-03,WK 36 2026,06/09/2026,Conductivity,768.1,,,,,,
POD #2,CDU-03,WK 36 2026,06/09/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 36 2026,06/09/2026,TDS,530.2,,,,,,
POD #2,CDU-03,WK 36 2026,06/09/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 36 2026,06/09/2026,PH,8.45,,,,,,
POD #2,CDU-04,WK 36 2026,06/09/2026,ATP Bacteria,901,Se inicia control en bidones ,,,,,
POD #2,CDU-04,WK 36 2026,06/09/2026,Conductivity,713.2,,,,,,
POD #2,CDU-04,WK 36 2026,06/09/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 36 2026,06/09/2026,TDS,489.1,,,,,,
POD #2,CDU-04,WK 36 2026,06/09/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 25 2026,16/6/2026,PH,8.03,,,,,,
POD #3,CDU-01,WK 25 2026,16/6/2026,ATP Bacteria,1308,,,,,,
POD #3,CDU-01,WK 25 2026,16/6/2026,Conductivity,728.7,,,,,,
POD #3,CDU-01,WK 25 2026,16/6/2026,Turbidity,4,,,,,,
POD #3,CDU-01,WK 25 2026,16/6/2026,TDS,501.5,,,,,,
POD #3,CDU-01,WK 25 2026,16/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 25 2026,16/6/2026,PH,8.12,,,,,,
POD #3,CDU-02,WK 25 2026,16/6/2026,ATP Bacteria,2100,,,,,,
POD #3,CDU-02,WK 25 2026,16/6/2026,Conductivity,729.9,,,,,,
POD #3,CDU-02,WK 25 2026,16/6/2026,Turbidity,3,,,,,,
POD #3,CDU-02,WK 25 2026,16/6/2026,TDS,503.3,,,,,,
POD #3,CDU-02,WK 25 2026,16/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 25 2026,16/6/2026,PH,8.22,,,,,,
POD #3,CDU-03,WK 25 2026,16/6/2026,ATP Bacteria,2180,,,,,,
POD #3,CDU-03,WK 25 2026,16/6/2026,Conductivity,730.9,,,,,,
POD #3,CDU-03,WK 25 2026,16/6/2026,Turbidity,6,,,,,,
POD #3,CDU-03,WK 25 2026,16/6/2026,TDS,503.6,,,,,,
POD #3,CDU-03,WK 25 2026,16/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 25 2026,16/6/2026,PH,8.07,,,,,,
POD #3,CDU-05,WK 25 2026,16/6/2026,ATP Bacteria,572,,,,,,
POD #3,CDU-05,WK 25 2026,16/6/2026,Conductivity,733.2,,,,,,
POD #3,CDU-05,WK 25 2026,16/6/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 25 2026,16/6/2026,TDS,505.3,,,,,,
POD #3,CDU-05,WK 25 2026,16/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 25 2026,16/6/2026,PH,8.1,,,,,,
POD #3,CDU-06,WK 25 2026,16/6/2026,ATP Bacteria,2047,,,,,,
POD #3,CDU-06,WK 25 2026,16/6/2026,Conductivity,719.5,,,,,,
POD #3,CDU-06,WK 25 2026,16/6/2026,Turbidity,2,,,,,,
POD #3,CDU-06,WK 25 2026,16/6/2026,TDS,495.6,,,,,,
POD #3,CDU-06,WK 25 2026,16/6/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 25 2026,16/6/2026,PH,8.03,,,,,,
POD #2,CDU-01,WK 25 2026,16/6/2026,ATP Bacteria,1070,,,,,,
POD #2,CDU-01,WK 25 2026,16/6/2026,Conductivity,725.5,,,,,,
POD #2,CDU-01,WK 25 2026,16/6/2026,Turbidity,4,,,,,,
POD #2,CDU-01,WK 25 2026,16/6/2026,TDS,499.7,,,,,,
POD #2,CDU-01,WK 25 2026,16/6/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 25 2026,16/6/2026,PH,8.1,,,,,,
POD #2,CDU-02,WK 25 2026,16/6/2026,ATP Bacteria,35,,,,,,
POD #2,CDU-02,WK 25 2026,16/6/2026,Conductivity,724.1,,,,,,
POD #2,CDU-02,WK 25 2026,16/6/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 25 2026,16/6/2026,TDS,498.3,,,,,,
POD #2,CDU-02,WK 25 2026,16/6/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 25 2026,16/6/2026,PH,8.95,,,,,,
POD #2,CDU-03,WK 25 2026,16/6/2026,ATP Bacteria,98,,,,,,
POD #2,CDU-03,WK 25 2026,16/6/2026,Conductivity,780.7,,,,,,
POD #2,CDU-03,WK 25 2026,16/6/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 25 2026,16/6/2026,TDS,537.3,,,,,,
POD #2,CDU-03,WK 25 2026,16/6/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 25 2026,16/6/2026,PH,8.3,,,,,,
POD #2,CDU-04,WK 25 2026,16/6/2026,ATP Bacteria,409,,,,,,
POD #2,CDU-04,WK 25 2026,16/6/2026,Conductivity,717.8,,,,,,
POD #2,CDU-04,WK 25 2026,16/6/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 25 2026,16/6/2026,TDS,493.7,,,,,,
POD #2,CDU-04,WK 25 2026,16/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 26 2026,23/6/2026,PH,8.63,,,,,,
POD #3,CDU-01,WK 26 2026,23/6/2026,ATP Bacteria,1100,,,,,,
POD #3,CDU-01,WK 26 2026,23/6/2026,Conductivity,713.1,,,,,,
POD #3,CDU-01,WK 26 2026,23/6/2026,Turbidity,3,,,,,,
POD #3,CDU-01,WK 26 2026,23/6/2026,TDS,489.2,,,,,,
POD #3,CDU-01,WK 26 2026,23/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 26 2026,23/6/2026,PH,8.21,,,,,,
POD #3,CDU-02,WK 26 2026,23/6/2026,ATP Bacteria,786,,,,,,
POD #3,CDU-02,WK 26 2026,23/6/2026,Conductivity,720.3,,,,,,
POD #3,CDU-02,WK 26 2026,23/6/2026,Turbidity,0,,,,,,
POD #3,CDU-02,WK 26 2026,23/6/2026,TDS,495.5,,,,,,
POD #3,CDU-02,WK 26 2026,23/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 26 2026,23/6/2026,PH,8.35,,,,,,
POD #3,CDU-03,WK 26 2026,23/6/2026,ATP Bacteria,2101,,,,,,
POD #3,CDU-03,WK 26 2026,23/6/2026,Conductivity,704.9,,,,,,
POD #3,CDU-03,WK 26 2026,23/6/2026,Turbidity,4,,,,,,
POD #3,CDU-03,WK 26 2026,23/6/2026,TDS,484.8,,,,,,
POD #3,CDU-03,WK 26 2026,23/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 26 2026,23/6/2026,PH,8.38,,,,,,
POD #3,CDU-05,WK 26 2026,23/6/2026,ATP Bacteria,576,,,,,,
POD #3,CDU-05,WK 26 2026,23/6/2026,Conductivity,700.1,,,,,,
POD #3,CDU-05,WK 26 2026,23/6/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 26 2026,23/6/2026,TDS,485.6,,,,,,
POD #3,CDU-05,WK 26 2026,23/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 26 2026,23/6/2026,PH,8.56,,,,,,
POD #3,CDU-06,WK 26 2026,23/6/2026,ATP Bacteria,2004,,,,,,
POD #3,CDU-06,WK 26 2026,23/6/2026,Conductivity,711.8,,,,,,
POD #3,CDU-06,WK 26 2026,23/6/2026,Turbidity,2,,,,,,
POD #3,CDU-06,WK 26 2026,23/6/2026,TDS,489.9,,,,,,
POD #3,CDU-06,WK 26 2026,23/6/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 26 2026,23/6/2026,PH,8.26,,,,,,
POD #2,CDU-01,WK 26 2026,23/6/2026,ATP Bacteria,968,,,,,,
POD #2,CDU-01,WK 26 2026,23/6/2026,Conductivity,707.8,,,,,,
POD #2,CDU-01,WK 26 2026,23/6/2026,Turbidity,0,,,,,,
POD #2,CDU-01,WK 26 2026,23/6/2026,TDS,486.6,,,,,,
POD #2,CDU-01,WK 26 2026,23/6/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 26 2026,23/6/2026,PH,8.25,,,,,,
POD #2,CDU-02,WK 26 2026,23/6/2026,ATP Bacteria,30,,,,,,
POD #2,CDU-02,WK 26 2026,23/6/2026,Conductivity,721.1,,,,,,
POD #2,CDU-02,WK 26 2026,23/6/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 26 2026,23/6/2026,TDS,495.7,,,,,,
POD #2,CDU-02,WK 26 2026,23/6/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 26 2026,23/6/2026,PH,9.15,,,,,,
POD #2,CDU-03,WK 26 2026,23/6/2026,ATP Bacteria,103,,,,,,
POD #2,CDU-03,WK 26 2026,23/6/2026,Conductivity,783.2,,,,,,
POD #2,CDU-03,WK 26 2026,23/6/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 26 2026,23/6/2026,TDS,539.3,,,,,,
POD #2,CDU-03,WK 26 2026,23/6/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 26 2026,23/6/2026,PH,8.35,,,,,,
POD #2,CDU-04,WK 26 2026,23/6/2026,ATP Bacteria,778,,,,,,
POD #2,CDU-04,WK 26 2026,23/6/2026,Conductivity,704.8,,,,,,
POD #2,CDU-04,WK 26 2026,23/6/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 26 2026,23/6/2026,TDS,484.3,,,,,,
POD #2,CDU-04,WK 26 2026,23/6/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 2 2026,07/01/2026,PH,8.61,,,,,,
POD #3,CDU-01,WK 2 2026,07/01/2026,ATP Bacteria,565,,,,,,
POD #3,CDU-01,WK 2 2026,07/01/2026,Conductivity,736.9,,,,,,
POD #3,CDU-01,WK 2 2026,07/01/2026,Turbidity,4,,,,,,
POD #3,CDU-01,WK 2 2026,07/01/2026,TDS,506.2,,,,,,
POD #3,CDU-01,WK 2 2026,07/01/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 2 2026,07/01/2026,PH,8.52,,,,,,
POD #3,CDU-02,WK 2 2026,07/01/2026,ATP Bacteria,539,,,,,,
POD #3,CDU-02,WK 2 2026,07/01/2026,Conductivity,730.9,,,,,,
POD #3,CDU-02,WK 2 2026,07/01/2026,Turbidity,0,,,,,,
POD #3,CDU-02,WK 2 2026,07/01/2026,TDS,502.7,,,,,,
POD #3,CDU-02,WK 2 2026,07/01/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 2 2026,07/01/2026,PH,8.68,,,,,,
POD #3,CDU-03,WK 2 2026,07/01/2026,ATP Bacteria,1719,,,,,,
POD #3,CDU-03,WK 2 2026,07/01/2026,Conductivity,737.6,,,,,,
POD #3,CDU-03,WK 2 2026,07/01/2026,Turbidity,2,,,,,,
POD #3,CDU-03,WK 2 2026,07/01/2026,TDS,506.8,,,,,,
POD #3,CDU-03,WK 2 2026,07/01/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 2 2026,07/01/2026,PH,8.7,,,,,,
POD #3,CDU-05,WK 2 2026,07/01/2026,ATP Bacteria,1099,,,,,,
POD #3,CDU-05,WK 2 2026,07/01/2026,Conductivity,763.5,,,,,,
POD #3,CDU-05,WK 2 2026,07/01/2026,Turbidity,1,,,,,,
POD #3,CDU-05,WK 2 2026,07/01/2026,TDS,526.1,,,,,,
POD #3,CDU-05,WK 2 2026,07/01/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 2 2026,07/01/2026,PH,8.58,,,,,,
POD #3,CDU-06,WK 2 2026,07/01/2026,ATP Bacteria,2509,,,,,,
POD #3,CDU-06,WK 2 2026,07/01/2026,Conductivity,728.2,,,,,,
POD #3,CDU-06,WK 2 2026,07/01/2026,Turbidity,0,,,,,,
POD #3,CDU-06,WK 2 2026,07/01/2026,TDS,500.4,,,,,,
POD #3,CDU-06,WK 2 2026,07/01/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 2 2026,07/01/2026,PH,8.62,,,,,,
POD #2,CDU-01,WK 2 2026,07/01/2026,ATP Bacteria,1414,,,,,,
POD #2,CDU-01,WK 2 2026,07/01/2026,Conductivity,726,,,,,,
POD #2,CDU-01,WK 2 2026,07/01/2026,Turbidity,1,,,,,,
POD #2,CDU-01,WK 2 2026,07/01/2026,TDS,498.1,,,,,,
POD #2,CDU-01,WK 2 2026,07/01/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 2 2026,07/01/2026,PH,8.55,,,,,,
POD #2,CDU-02,WK 2 2026,07/01/2026,ATP Bacteria,29,,,,,,
POD #2,CDU-02,WK 2 2026,07/01/2026,Conductivity,739.4,,,,,,
POD #2,CDU-02,WK 2 2026,07/01/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 2 2026,07/01/2026,TDS,507.6,,,,,,
POD #2,CDU-02,WK 2 2026,07/01/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 2 2026,07/01/2026,PH,8.98,,,,,,
POD #2,CDU-03,WK 2 2026,07/01/2026,ATP Bacteria,102,,,,,,
POD #2,CDU-03,WK 2 2026,07/01/2026,Conductivity,785.9,,,,,,
POD #2,CDU-03,WK 2 2026,07/01/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 2 2026,07/01/2026,TDS,539.8,,,,,,
POD #2,CDU-03,WK 2 2026,07/01/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 2 2026,07/01/2026,PH,8.66,,,,,,
POD #2,CDU-04,WK 2 2026,07/01/2026,ATP Bacteria,784,,,,,,
POD #2,CDU-04,WK 2 2026,07/01/2026,Conductivity,740.7,,,,,,
POD #2,CDU-04,WK 2 2026,07/01/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 2 2026,07/01/2026,TDS,508.6,,,,,,
POD #2,CDU-04,WK 2 2026,07/01/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 28 2026,07/07/2026,PH,8.65,,,,,,
POD #3,CDU-01,WK 28 2026,07/07/2026,ATP Bacteria,242,,,,,,
POD #3,CDU-01,WK 28 2026,07/07/2026,Conductivity,738.1,,,,,,
POD #3,CDU-01,WK 28 2026,07/07/2026,Turbidity,2,,,,,,
POD #3,CDU-01,WK 28 2026,07/07/2026,TDS,506.2,,,,,,
POD #3,CDU-01,WK 28 2026,07/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 28 2026,07/07/2026,PH,8.54,,,,,,
POD #3,CDU-02,WK 28 2026,07/07/2026,ATP Bacteria,629,,,,,,
POD #3,CDU-02,WK 28 2026,07/07/2026,Conductivity,728.5,,,,,,
POD #3,CDU-02,WK 28 2026,07/07/2026,Turbidity,0,,,,,,
POD #3,CDU-02,WK 28 2026,07/07/2026,TDS,499.6,,,,,,
POD #3,CDU-02,WK 28 2026,07/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 28 2026,07/07/2026,PH,8.69,,,,,,
POD #3,CDU-03,WK 28 2026,07/07/2026,ATP Bacteria,71,,,,,,
POD #3,CDU-03,WK 28 2026,07/07/2026,Conductivity,725.8,,,,,,
POD #3,CDU-03,WK 28 2026,07/07/2026,Turbidity,0,,,,,,
POD #3,CDU-03,WK 28 2026,07/07/2026,TDS,497.6,,,,,,
POD #3,CDU-03,WK 28 2026,07/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 28 2026,07/07/2026,PH,8.68,,,,,,
POD #3,CDU-05,WK 28 2026,07/07/2026,ATP Bacteria,352,,,,,,
POD #3,CDU-05,WK 28 2026,07/07/2026,Conductivity,742.3,,,,,,
POD #3,CDU-05,WK 28 2026,07/07/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 28 2026,07/07/2026,TDS,509.8,,,,,,
POD #3,CDU-05,WK 28 2026,07/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 28 2026,07/07/2026,PH,8.61,,,,,,
POD #3,CDU-06,WK 28 2026,07/07/2026,ATP Bacteria,1547,,,,,,
POD #3,CDU-06,WK 28 2026,07/07/2026,Conductivity,741.3,,,,,,
POD #3,CDU-06,WK 28 2026,07/07/2026,Turbidity,0,,,,,,
POD #3,CDU-06,WK 28 2026,07/07/2026,TDS,509.1,,,,,,
POD #3,CDU-06,WK 28 2026,07/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 28 2026,07/07/2026,PH,8.64,,,,,,
POD #2,CDU-01,WK 28 2026,07/07/2026,ATP Bacteria,794,,,,,,
POD #2,CDU-01,WK 28 2026,07/07/2026,Conductivity,733.9,,,,,,
POD #2,CDU-01,WK 28 2026,07/07/2026,Turbidity,0,,,,,,
POD #2,CDU-01,WK 28 2026,07/07/2026,TDS,503.7,,,,,,
POD #2,CDU-01,WK 28 2026,07/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 28 2026,07/07/2026,PH,8.57,,,,,,
POD #2,CDU-02,WK 28 2026,07/07/2026,ATP Bacteria,164,,,,,,
POD #2,CDU-02,WK 28 2026,07/07/2026,Conductivity,722.6,,,,,,
